2025-09-19 18:21:21 | INFO | Processed message from Eve, sentiment=0.23
2025-09-19 18:21:45 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found Python! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-19 18:21:45', 'category': 'tech', 'sentiment': 0.98, 'keyword_mentioned': 'Python', 'message_length': 36}
2025-09-19 18:21:45 | INFO | Processed message from Alice, sentiment=0.98
2025-09-19 18:21:50 | INFO | {'message': 'I just found a trick! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-19 18:21:50', 'category': 'other', 'sentiment': 0.63, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-19 18:21:50 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found a trick! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-19 18:21:50', 'category': 'other', 'sentiment': 0.63, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-19 18:21:51 | INFO | Processed message from Alice, sentiment=0.63
2025-09-19 18:21:55 | INFO | {'message': 'I just shared Python! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:21:55', 'category': 'tech', 'sentiment': 0.41, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-19 18:21:55 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared Python! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:21:55', 'category': 'tech', 'sentiment': 0.41, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-19 18:21:56 | INFO | Processed message from Charlie, sentiment=0.41
2025-09-19 18:22:00 | INFO | {'message': 'I just saw a trick! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:22:00', 'category': 'other', 'sentiment': 0.74, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-19 18:22:00 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw a trick! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:22:00', 'category': 'other', 'sentiment': 0.74, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-19 18:22:00 | INFO | Processed message from Charlie, sentiment=0.74
2025-09-19 18:22:05 | INFO | {'message': 'I just tried an app! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-19 18:22:05', 'category': 'other', 'sentiment': 0.97, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-19 18:22:05 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried an app! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-19 18:22:05', 'category': 'other', 'sentiment': 0.97, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-19 18:22:06 | INFO | Processed message from Eve, sentiment=0.97
2025-09-19 18:22:10 | INFO | {'message': 'I just loved a story! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:22:10', 'category': 'other', 'sentiment': 0.95, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-19 18:22:10 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a story! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:22:10', 'category': 'other', 'sentiment': 0.95, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-19 18:22:11 | INFO | Processed message from Charlie, sentiment=0.95
2025-09-19 18:22:15 | INFO | {'message': 'I just shared a trick! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-19 18:22:15', 'category': 'other', 'sentiment': 0.66, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-19 18:22:15 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared a trick! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-19 18:22:15', 'category': 'other', 'sentiment': 0.66, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-19 18:22:16 | INFO | Processed message from Bob, sentiment=0.66
2025-09-19 18:22:20 | INFO | {'message': 'I just shared an app! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-19 18:22:20', 'category': 'other', 'sentiment': 0.13, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-19 18:22:20 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared an app! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-19 18:22:20', 'category': 'other', 'sentiment': 0.13, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-19 18:22:21 | INFO | Processed message from Alice, sentiment=0.13
2025-09-19 18:22:25 | INFO | {'message': 'I just shared recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:22:25', 'category': 'food', 'sentiment': 0.49, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-19 18:22:25 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:22:25', 'category': 'food', 'sentiment': 0.49, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-19 18:22:26 | INFO | Processed message from Charlie, sentiment=0.49
2025-09-19 18:22:30 | INFO | {'message': 'I just loved travel! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-19 18:22:30', 'category': 'travel', 'sentiment': 0.07, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-19 18:22:30 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved travel! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-19 18:22:30', 'category': 'travel', 'sentiment': 0.07, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-19 18:22:31 | INFO | Processed message from Eve, sentiment=0.07
2025-09-19 18:22:35 | INFO | {'message': 'I just tried travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-19 18:22:35', 'category': 'travel', 'sentiment': 0.01, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-19 18:22:35 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-19 18:22:35', 'category': 'travel', 'sentiment': 0.01, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-19 18:22:35 | INFO | Processed message from Alice, sentiment=0.01
2025-09-19 18:22:40 | INFO | {'message': 'I just found a trick! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:22:40', 'category': 'other', 'sentiment': 0.96, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-19 18:22:40 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found a trick! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:22:40', 'category': 'other', 'sentiment': 0.96, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-19 18:22:41 | INFO | Processed message from Charlie, sentiment=0.96
2025-09-19 18:22:45 | INFO | {'message': 'I just tried a meme! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-19 18:22:45', 'category': 'humor', 'sentiment': 0.13, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-09-19 18:22:45 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a meme! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-19 18:22:45', 'category': 'humor', 'sentiment': 0.13, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-09-19 18:22:46 | INFO | Processed message from Alice, sentiment=0.13
2025-09-19 18:22:50 | INFO | {'message': 'I just loved Python! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-19 18:22:50', 'category': 'tech', 'sentiment': 0.25, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-19 18:22:50 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved Python! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-19 18:22:50', 'category': 'tech', 'sentiment': 0.25, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-19 18:22:51 | INFO | Processed message from Alice, sentiment=0.25
2025-09-19 18:22:55 | INFO | {'message': 'I just loved game! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-19 18:22:55', 'category': 'gaming', 'sentiment': 0.29, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-19 18:22:55 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved game! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-19 18:22:55', 'category': 'gaming', 'sentiment': 0.29, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-19 18:22:56 | INFO | Processed message from Eve, sentiment=0.29
2025-09-19 18:23:00 | INFO | {'message': 'I just loved a meme! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:23:00', 'category': 'humor', 'sentiment': 0.8, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-19 18:23:00 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a meme! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:23:00', 'category': 'humor', 'sentiment': 0.8, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-19 18:23:01 | INFO | Processed message from Charlie, sentiment=0.8
2025-09-19 18:23:05 | INFO | {'message': 'I just found JavaScript! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-19 18:23:05', 'category': 'tech', 'sentiment': 0.94, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-19 18:23:05 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found JavaScript! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-19 18:23:05', 'category': 'tech', 'sentiment': 0.94, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-19 18:23:06 | INFO | Processed message from Bob, sentiment=0.94
2025-09-19 18:23:10 | INFO | {'message': 'I just saw travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-19 18:23:10', 'category': 'travel', 'sentiment': 0.86, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-19 18:23:10 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-19 18:23:10', 'category': 'travel', 'sentiment': 0.86, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-19 18:23:10 | INFO | Processed message from Alice, sentiment=0.86
2025-09-19 18:23:15 | INFO | {'message': 'I just saw travel! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-19 18:23:15', 'category': 'travel', 'sentiment': 0.58, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-19 18:23:15 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw travel! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-19 18:23:15', 'category': 'travel', 'sentiment': 0.58, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-19 18:23:16 | INFO | Processed message from Bob, sentiment=0.58
2025-09-19 18:23:20 | INFO | {'message': 'I just loved a movie! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-19 18:23:20', 'category': 'entertainment', 'sentiment': 0.24, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-19 18:23:20 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a movie! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-19 18:23:20', 'category': 'entertainment', 'sentiment': 0.24, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-19 18:23:21 | INFO | Processed message from Eve, sentiment=0.24
2025-09-19 18:23:25 | INFO | {'message': 'I just loved Python! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-19 18:23:25', 'category': 'tech', 'sentiment': 0.43, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-19 18:23:25 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved Python! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-19 18:23:25', 'category': 'tech', 'sentiment': 0.43, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-19 18:23:26 | INFO | Processed message from Bob, sentiment=0.43
2025-09-19 18:23:30 | INFO | {'message': 'I just tried a meme! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:23:30', 'category': 'humor', 'sentiment': 0.96, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-19 18:23:30 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a meme! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:23:30', 'category': 'humor', 'sentiment': 0.96, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-19 18:23:31 | INFO | Processed message from Charlie, sentiment=0.96
2025-09-19 18:23:35 | INFO | {'message': 'I just found recipe! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:23:35', 'category': 'food', 'sentiment': 0.16, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-19 18:23:35 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found recipe! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:23:35', 'category': 'food', 'sentiment': 0.16, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-19 18:23:36 | INFO | Processed message from Charlie, sentiment=0.16
2025-09-19 18:23:40 | INFO | {'message': 'I just found a meme! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-19 18:23:40', 'category': 'humor', 'sentiment': 0.57, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-19 18:23:40 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found a meme! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-19 18:23:40', 'category': 'humor', 'sentiment': 0.57, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-19 18:23:40 | INFO | Processed message from Alice, sentiment=0.57
2025-09-19 18:23:45 | INFO | {'message': 'I just loved recipe! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-19 18:23:45', 'category': 'food', 'sentiment': 0.3, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-19 18:23:45 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved recipe! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-19 18:23:45', 'category': 'food', 'sentiment': 0.3, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-19 18:23:46 | INFO | Processed message from Bob, sentiment=0.3
2025-09-19 18:23:50 | INFO | {'message': 'I just tried travel! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:23:50', 'category': 'travel', 'sentiment': 0.72, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-09-19 18:23:50 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried travel! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:23:50', 'category': 'travel', 'sentiment': 0.72, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-09-19 18:23:51 | INFO | Processed message from Charlie, sentiment=0.72
2025-09-19 18:23:55 | INFO | {'message': 'I just shared game! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:23:55', 'category': 'gaming', 'sentiment': 0.52, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-19 18:23:55 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared game! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:23:55', 'category': 'gaming', 'sentiment': 0.52, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-19 18:23:56 | INFO | Processed message from Charlie, sentiment=0.52
2025-09-19 18:24:00 | INFO | {'message': 'I just shared a meme! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:00', 'category': 'humor', 'sentiment': 0.77, 'keyword_mentioned': 'meme', 'message_length': 38}
2025-09-19 18:24:00 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared a meme! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:00', 'category': 'humor', 'sentiment': 0.77, 'keyword_mentioned': 'meme', 'message_length': 38}
2025-09-19 18:24:01 | INFO | Processed message from Charlie, sentiment=0.77
2025-09-19 18:24:05 | INFO | {'message': 'I just loved a trick! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-19 18:24:05', 'category': 'other', 'sentiment': 0.5, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-19 18:24:05 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a trick! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-19 18:24:05', 'category': 'other', 'sentiment': 0.5, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-19 18:24:06 | INFO | Processed message from Alice, sentiment=0.5
2025-09-19 18:24:10 | INFO | {'message': 'I just found a trick! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:10', 'category': 'other', 'sentiment': 0.08, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-19 18:24:10 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found a trick! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:10', 'category': 'other', 'sentiment': 0.08, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-19 18:24:10 | INFO | Processed message from Charlie, sentiment=0.08
2025-09-19 18:24:15 | INFO | {'message': 'I just tried recipe! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-19 18:24:15', 'category': 'food', 'sentiment': 0.09, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-19 18:24:15 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried recipe! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-19 18:24:15', 'category': 'food', 'sentiment': 0.09, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-19 18:24:16 | INFO | Processed message from Alice, sentiment=0.09
2025-09-19 18:24:20 | INFO | {'message': 'I just tried a trick! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:20', 'category': 'other', 'sentiment': 0.53, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-19 18:24:20 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a trick! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:20', 'category': 'other', 'sentiment': 0.53, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-19 18:24:21 | INFO | Processed message from Charlie, sentiment=0.53
2025-09-19 18:24:25 | INFO | {'message': 'I just tried a movie! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:25', 'category': 'entertainment', 'sentiment': 0.15, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-09-19 18:24:25 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a movie! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:25', 'category': 'entertainment', 'sentiment': 0.15, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-09-19 18:24:26 | INFO | Processed message from Charlie, sentiment=0.15
2025-09-19 18:24:30 | INFO | {'message': 'I just tried a movie! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:30', 'category': 'entertainment', 'sentiment': 0.54, 'keyword_mentioned': 'movie', 'message_length': 38}
2025-09-19 18:24:30 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a movie! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:30', 'category': 'entertainment', 'sentiment': 0.54, 'keyword_mentioned': 'movie', 'message_length': 38}
2025-09-19 18:24:31 | INFO | Processed message from Charlie, sentiment=0.54
2025-09-19 18:24:35 | INFO | {'message': 'I just found Python! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-19 18:24:35', 'category': 'tech', 'sentiment': 0.62, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-19 18:24:35 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found Python! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-19 18:24:35', 'category': 'tech', 'sentiment': 0.62, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-19 18:24:36 | INFO | Processed message from Eve, sentiment=0.62
2025-09-19 18:24:40 | INFO | {'message': 'I just found a meme! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-19 18:24:40', 'category': 'humor', 'sentiment': 0.72, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-19 18:24:40 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found a meme! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-19 18:24:40', 'category': 'humor', 'sentiment': 0.72, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-19 18:24:41 | INFO | Processed message from Eve, sentiment=0.72
2025-09-19 18:24:45 | INFO | {'message': 'I just saw a trick! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-19 18:24:45', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-19 18:24:45 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw a trick! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-19 18:24:45', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-19 18:24:46 | INFO | Processed message from Bob, sentiment=0.99
2025-09-19 18:24:50 | INFO | {'message': 'I just tried an app! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-19 18:24:50', 'category': 'other', 'sentiment': 0.33, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-19 18:24:50 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried an app! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-19 18:24:50', 'category': 'other', 'sentiment': 0.33, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-19 18:24:51 | INFO | Processed message from Eve, sentiment=0.33
2025-09-19 18:24:55 | INFO | {'message': 'I just shared travel! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:55', 'category': 'travel', 'sentiment': 0.14, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-09-19 18:24:55 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared travel! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:24:55', 'category': 'travel', 'sentiment': 0.14, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-09-19 18:24:56 | INFO | Processed message from Charlie, sentiment=0.14
2025-09-19 18:25:00 | INFO | {'message': 'I just found game! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-19 18:25:00', 'category': 'gaming', 'sentiment': 0.41, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-19 18:25:00 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found game! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-19 18:25:00', 'category': 'gaming', 'sentiment': 0.41, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-19 18:25:01 | INFO | Processed message from Eve, sentiment=0.41
2025-09-19 18:25:05 | INFO | {'message': 'I just tried JavaScript! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:25:05', 'category': 'tech', 'sentiment': 0.55, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-19 18:25:05 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried JavaScript! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:25:05', 'category': 'tech', 'sentiment': 0.55, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-19 18:25:06 | INFO | Processed message from Charlie, sentiment=0.55
2025-09-19 18:25:10 | INFO | {'message': 'I just tried a movie! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-19 18:25:10', 'category': 'entertainment', 'sentiment': 0.05, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-19 18:25:10 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a movie! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-19 18:25:10', 'category': 'entertainment', 'sentiment': 0.05, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-19 18:25:11 | INFO | Processed message from Bob, sentiment=0.05
2025-09-19 18:25:15 | INFO | {'message': 'I just loved a story! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-19 18:25:15', 'category': 'other', 'sentiment': 0.6, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-19 18:25:15 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a story! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-19 18:25:15', 'category': 'other', 'sentiment': 0.6, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-19 18:25:16 | INFO | Processed message from Alice, sentiment=0.6
2025-09-19 18:25:20 | INFO | {'message': 'I just tried game! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:25:20', 'category': 'gaming', 'sentiment': 0.09, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-19 18:25:21 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried game! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-19 18:25:20', 'category': 'gaming', 'sentiment': 0.09, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-19 18:25:21 | INFO | Processed message from Charlie, sentiment=0.09
2025-09-19 18:25:26 | INFO | {'message': 'I just tried JavaScript! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-19 18:25:26', 'category': 'tech', 'sentiment': 0.98, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
